"Texas"
"Offense Type"
"by Agency, 2023"
"Crimes Against Persons"
""
""
""
""
"Sexual                                                                                    Destruction/"
"Crimes      Crimes    Crimes                                                                       Murder and Negligent                 Human                                                                  Assault Criminal                                                   Burglary/ Counter-       Damage/"
"Total       Against    Against    Against   Assault Aggravated      Simple                       Homicide     Nonnegligent   Man-     Justifiable Trafficking Commercial Involuntary Kidnapping/     Sex                   With an  Sexual                  Statutory                        Breaking & feiting/      Vandalism"
"Agency Type                Agency Name   Population"
"1"
"Offenses     Persons    Property   Society   Offenses   Assault      Assault      Intimidation    Offenses     Manslaughter slaughter Homicide      Offenses    Sex Acts    Servitude   Abduction   Offenses Rape Sodomy    Object Contact 2    Incest         Rape          Arson Bribery     Entering   Forgery     of Property"
"Bowie                            5,893          237         61        144          32        54           7           36              11            0                0        0            0           0           0           0           0         7    3      0          1        3            0               0        0       0            17       11              39"
"Boyd                             1,606           69         16         17          36        16           3           12               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             3         2               3"
"Brady                            4,964          186         77         72          37        74          10           60               4            0                0        0            0           0           0           0           0         3    1      0          0        2            0               0        2       0            20         1             11"
"Brazoria                         2,827           78         21         53           4        20           2           13               5            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0             1         3               2"
"Breckenridge                     5,172          229         61        114          54        58           5           39              14            0                0        0            0           0           0           0           0         3    3      0          0        0            0               0        1       0            22         9             16"
"Bremond                            877           21         14          6           1        14           6            8               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             0         1               0"
"Brenham                         19,047        1,198        303        480        415        287          43          170              74            1                1        0            0           0           0           0           3        12    6      2          2        2            0               0        0       0            19       26              61"
"Bridge City                      9,585          155         50         67          38        42           2           33               7            0                0        0            0           0           0           0           0         8    8      0          0        0            0               0        0       0            14         1             14"
"Bridgeport                       6,523          348         55        112        181         53           4           47               2            0                0        0            0           0           0           0           0         2    2      0          0        0            0               0        0       0            10       11              35"
"Brookshire                       5,755          174         51        111          12        43           8           26               9            1                1        0            0           0           0           0           0         7    6      1          0        0            0               0        1       0             6         4             22"
"Brownfield                       8,624          403        153        180          70       150          31          106              13            0                0        0            0           0           0           0           0         3    2      0          0        1            0               0        0       0            27         0             40"
"Brownsville                    190,590       10,703      3,656      6,262        785      3,530        587         1,977             966          11                 8        3            0           1           1           0          44        70   33      7          5       25            0               0       22       0           429       67           1,384"
"Brownwood                       18,652        1,400        488        730        182        431          62          276              93            3                3        0            0           0           0           0          23        31   16      4          1       10            0               0        4       0            51       31              99"
"Bruceville-Eddy                  1,459           31          8         17           6          8          0            8               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             8         0               2"
"Buda                            16,508          656         89        463        104         87          16           54              17            0                0        0            0           0           0           0           1         1    1      0          0        0            0               0        0       0            19       30              46"
"Buffalo                          1,848           75         14         57           4        11           2            9               0            0                0        0            0           0           0           0           0         3    2      1          0        0            0               0        0       0            11         3               3"
"Bullard                          4,553           63         11         27          25          8          1            4               3            0                0        0            0           0           0           0           1         2    2      0          0        0            0               0        0       0             3         6               1"
"Bulverde                         6,907          586         42        181        363         36          11           20               5            1                1        0            0           0           0           0           1         4    4      0          0        0            0               0        0       0            13         8             34"
"Burkburnett                     11,166          295        109        132          54        93          12           63              18            2                2        0            0           0           0           0           0        14   10      2          0        2            0               0        0       0            10         5             38"
"Burleson                        56,307        1,984        504      1,078        402        472          80          356              36            0                0        0            0           0           0           0           4        28   16      3          5        4            0               0        2       0            84       48             117"
"                                                                                                                                                                                                     Crimes Against Persons"
""
""
""
""
"Sexual                                                                                    Destruction/"
"Crimes    Crimes    Crimes                                                                       Murder and Negligent                 Human                                                                  Assault Criminal                                                   Burglary/ Counter-       Damage/"
"Total       Against   Against   Against   Assault Aggravated      Simple                       Homicide     Nonnegligent   Man-     Justifiable Trafficking Commercial Involuntary Kidnapping/     Sex                   With an  Sexual                  Statutory                        Breaking & feiting/      Vandalism"
"Agency Type                Agency Name   Population"
"1"
"Offenses     Persons Property    Society   Offenses   Assault      Assault      Intimidation    Offenses     Manslaughter slaughter Homicide      Offenses    Sex Acts    Servitude   Abduction   Offenses Rape Sodomy    Object Contact 2    Incest         Rape          Arson Bribery     Entering   Forgery     of Property"
"Burnet                           6,841          327          77       92       158         72           6           50              16            0                0        0            0           0           0           0           2         3    0      0          1        2            0               0        1       0             9       13              18"
"Cactus                           3,058          184          71       56         57        67          13           53               1            0                0        0            0           0           0           0           0         4    3      0          1        0            0               0        0       0             1         3             20"
"Caddo Mills                      5,344           53          18       24         11        15           2           12               1            0                0        0            0           0           0           0           0         3    3      0          0        0            0               0        0       0             5         2               4"
"Caldwell                         4,520          108          29       53         26        26           5           18               3            0                0        0            0           1           1           0           0         2    1      0          0        1            0               0        0       0             9         2               5"
"Calvert                            969           68          14       40         14        14           7            6               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0            16         2               5"
"Cameron                          5,472          105          31       69          5        29           4           24               1            0                0        0            0           0           0           0           0         2    1      1          0        0            0               0        1       0            19         3             11"
"Canton                           4,726          228          36      168         24        33           4           29               0            1                0        1            0           0           0           0           0         2    0      0          0        2            0               0        0       0            31         7             18"
"Canyon                          16,211          388         104      206         78       100          22           58              20            0                0        0            0           0           0           0           0         4    1      0          0        3            0               0        1       0            17         4             46"
"Carrollton                     134,261        5,357       1,019    2,601     1,737        947        153           672             122          11                 6        5            0           0           0           0          15        46   32      2          0       12            0               0        6       2           211       43             156"
"Carthage                         6,565          448         167      268         13       158          25          105              28            0                0        0            0           0           0           0           0         9    6      0          0        3            0               0        3       0            17       13              46"
"Castle Hills                     3,909          408          37      208       163         36           8           18              10            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0            12       17              36"
"Castroville                      3,138          128          15       88         25        15           2           13               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             4         7             13"
"Cedar Hill                      48,247        2,120         369    1,310       441        354          63          263              28            1                1        0            0           0           0           0           2        12    5      3          0        4            0               0        2       0           114       13             224"
"Cedar Park                      77,464        2,922         661    1,385       876        591          42          458              91            1                1        0            0           0           0           0           0        69   36      1          3       29            0               0        2       0            84       32              23"
"Celina                          24,571          783         173      409       201        165          21          107              37            1                1        0            0           0           0           0           0         7    6      0          0        1            0               0        5       0            59       12              37"
"Center                           5,124          391          95      178       118         92          24           67               1            0                0        0            0           0           0           0           0         3    0      3          0        0            0               0        0       0            22         5             26"
"Chandler                         3,577           41           3       30          8          3          1            2               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             2         1               5"
"Charlotte                        1,597           32           7       24          1          7          2            4               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             6         1               2"
"Childress                        5,830          144          41       40         63        38           9           29               0            1                1        0            0           0           0           0           1         1    0      0          0        1            0               0        0       0             5         3               9"
"China Grove                      1,131           64           4       38         22          4          0            4               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        1       0             7         1               3"
"Cibolo                          35,851        1,057         380      553       124        347          35          253              59            0                0        0            0           0           0           0           0        33   20      4          0        9            0               0        3       0            28       16              88"
"Cisco                            3,986          138          39       75         24        36           2           28               6            1                0        0            1           0           0           0           0         2    2      0          0        0            0               0        0       0            18         3             18"
"Cleburne                        35,075        1,429         359      592       478        316          68          228              20            1                1        0            0           0           0           0           4        38   15      4          2       17            0               0        1       0            34       25              74"
"Clifton                          3,536           94          19       21         54        17           7            8               2            0                0        0            0           0           0           0           0         2    1      1          0        0            0               0        0       0             3         4               3"
"Clute                           10,640          718         274      365         79       265          18          237              10            0                0        0            0           0           0           0           0         9    7      1          0        1            0               0        0       0            83       10              72"
"Clyde                            4,010          142          49       59         34        45           6           39               0            0                0        0            0           0           0           0           0         4    2      0          0        1            1               0        0       0             9         1             14"
"Cockrell Hill                    3,658          168          28       97         43        27           8           17               2            0                0        0            0           0           0           0           0         1    0      0          0        1            0               0        0       0            14         0             16"
"Coleman                          4,001           94          20       16         58        19           5           12               2            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0             4         1               0"
"College Station                126,136        4,899       1,031    2,612     1,256        919        112           691             116            4                4        0            0           2           2           0          11        95   49      7          7       31            1               0        0       0           173       75             346"
"Colleyville                     25,748          720          63      301       356         57           9           30              18            0                0        0            0           1           1           0           0         5    5      0          0        0            0               0        0       0             9       21              23"
"Collinsville                     2,086           21           9         1        11          7          0            7               0            0                0        0            0           0           0           0           0         2    2      0          0        0            0               0        0       0             1         0               0"
"Colorado City                    3,910          165          28      117         20        27           6           19               2            1                1        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0            23         5             32"
"Columbus                         3,724          111          37       58         16        34          10           22               2            0                0        0            0           0           0           0           0         3    2      0          1        0            0               0        0       0             2         3               8"
"Comanche                         4,273          219          85      105         29        78           8           53              17            0                0        0            0           0           0           0           2         5    2      1          0        2            0               0        1       0             8         2             19"
"Combes                           3,173          179          27       61         91        22           4           10               8            0                0        0            0           0           0           0           3         2    1      0          0        1            0               0        0       0             4         0             16"
"Commerce                         9,372          512         187      277         48       177          42          110              25            1                1        0            0           0           0           0           0         9    6      1          0        2            0               0        1       0            18       15              63"
"Conroe                         106,904        5,493       1,480    2,759     1,254      1,374        156           976             242            5                3        2            0           0           0           0          16        85   23     12          8       41            1               0        5       2           222      130             446"
"Converse                        30,522        1,600         288      956       356        283        108           149              26            1                0        1            0           0           0           0           1         3    2      1          0        0            0               0        1       0            97       19             210"
"Coppell                         41,719          947         141      698       108        135          20          107               8            0                0        0            0           0           0           0           0         6    5      0          0        1            0               0        0       0            30         5            106"
"Copperas Cove                   38,602        2,746         904    1,177       665        797          67          609             121            1                1        0            0           1           1           0          13        92   58      9          5       20            0               0        3       0            79       30             206"
"Corinth                         22,965          509         110      305         94       104          14           79              11            0                0        0            0           0           0           0           1         5    4      0          0        1            0               0        1       0            58         8             35"
"Corpus Christi                 315,340       29,880     10,072    15,600     4,208      9,538      2,107         5,529          1,902           25               20         3            2           5           2           3          31      473   164     83         42     182             2               0       58       0         1,664      392           2,851"
"Corrigan                         1,480           61          17       26         18        14           4            9               1            2                0        2            0           0           0           0           0         1    1      0          0        0            0               0        0       0             7         1               2"
"Corsicana                       25,782        1,542         334      964       244        297          85          198              14            0                0        0            0           0           0           0           2        35   25      0          5        5            0               0       10       0           115       30             165"
"Crandall                         5,054          551         222      248         81       209          52          139              18            1                1        0            0           0           0           0           1        11    8      0          0        3            0               0        1       0            24         8             77"
